fecha,sku,producto,categoria,sucursal,cliente,cantidad,precio_unitario,costo_unitario,ingreso,costo_total,margen,margen_pct,descuento,dia_semana,mes
2024-01-04,DIS002,HDD 4TB,Almacenamiento,Sucursal Mérida,Comprador Final,3,1900.0,1200,5700.0,3600,2100.0,58.3,0.0,3,1
2024-01-04,DIS003,USB 64GB,Almacenamiento,Sucursal Querétaro,Mayorista JJ,10,315.0,150,3150.0,1500,1650.0,110.0,0.1,3,1
2024-01-04,SOF002,Antivirus 3 equipos,Software,Sucursal Querétaro,Cliente Premium,12,800.0,400,9600.0,4800,4800.0,100.0,0.0,3,1
2024-01-04,PAP002,Tinta Impresora,Papelería,Sucursal Querétaro,Comercial MX,6,500.0,250,3000.0,1500,1500.0,100.0,0.0,3,1
2024-01-04,MUE001,Silla Ergonómica,Muebles,Sucursal Cancún,Cliente Corp,9,6500.0,3500,58500.0,31500,27000.0,85.7,0.0,3,1
2024-01-04,MUE002,Escritorio Eléctrico,Muebles,Sucursal Cancún,Comercial MX,10,8500.0,4500,85000.0,45000,40000.0,88.9,0.0,3,1
2024-01-05,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Puebla,Cliente Premium,1,400.0,200,400.0,200,200.0,100.0,0.0,4,1
2024-01-05,SOF002,Antivirus 3 equipos,Software,Sucursal Puebla,Distribuidora ABC,5,720.0,400,3600.0,2000,1600.0,80.0,0.1,4,1
2024-01-05,MUE003,Lámpara LED,Muebles,Sucursal Tijuana,Comprador Final,11,570.0,300,6270.0,3300,2970.0,90.0,0.05,4,1
2024-01-05,WEB002,Cámara Seguridad,Cámaras,Matriz CDMX,Venta Mostrador,4,2720.0,1800,10880.0,7200,3680.0,51.1,0.15,4,1
2024-01-05,SOF001,Office 365 1 año,Software,Sucursal Mérida,Comprador Final,3,1800.0,900,5400.0,2700,2700.0,100.0,0.0,4,1
2024-01-05,MON001,Monitor 27 4K,Electrónica,Sucursal Guadalajara,Distribuidora ABC,8,6840.0,5500,54720.0,44000,10720.0,24.4,0.05,4,1
2024-01-06,MOU002,Mouse Gamer,Periféricos,Sucursal Monterrey,Tienda 123,8,1100.0,600,8800.0,4800,4000.0,83.3,0.0,5,1
2024-01-06,WEB001,Webcam HD,Cámaras,Sucursal Mérida,Empresa XYZ,8,1700.0,900,13600.0,7200,6400.0,88.9,0.0,5,1
2024-01-06,DIS002,HDD 4TB,Almacenamiento,Sucursal Guadalajara,Venta Mostrador,5,1900.0,1200,9500.0,6000,3500.0,58.3,0.0,5,1
2024-01-06,RED002,Switch 8 puertos,Redes,Matriz CDMX,Soluciones Inc,1,1100.0,600,1100.0,600,500.0,83.3,0.0,5,1
2024-01-06,SOF001,Office 365 1 año,Software,Sucursal Tijuana,Cliente Corp,6,1800.0,900,10800.0,5400,5400.0,100.0,0.0,5,1
2024-01-06,PAP002,Tinta Impresora,Papelería,Sucursal Mérida,Soluciones Inc,7,500.0,250,3500.0,1750,1750.0,100.0,0.0,5,1
2024-01-07,TEC001,Teclado Mecánico,Periféricos,Sucursal Puebla,Venta Mostrador,6,1120.0,800,6720.0,4800,1920.0,40.0,0.2,6,1
2024-01-07,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Cancún,Cliente Corp,5,380.0,200,1900.0,1000,900.0,90.0,0.05,6,1
2024-01-07,RED001,Router WiFi 6,Redes,Sucursal Guadalajara,Venta Mostrador,3,2100.0,1200,6300.0,3600,2700.0,75.0,0.0,6,1
2024-01-07,MON002,Monitor 24 HD,Electrónica,Sucursal Monterrey,Cliente Premium,9,3230.0,2500,29070.0,22500,6570.0,29.2,0.05,6,1
2024-01-07,DIS002,HDD 4TB,Almacenamiento,Sucursal Monterrey,Mayorista JJ,1,1900.0,1200,1900.0,1200,700.0,58.3,0.0,6,1
2024-01-07,DIS003,USB 64GB,Almacenamiento,Sucursal Mérida,Empresa XYZ,5,332.5,150,1662.5,750,912.5,121.7,0.05,6,1
2024-01-08,DIS002,HDD 4TB,Almacenamiento,Sucursal Tijuana,Cliente Corp,6,1805.0,1200,10830.0,7200,3630.0,50.4,0.05,0,1
2024-01-08,SOF002,Antivirus 3 equipos,Software,Sucursal Guadalajara,Empresa Beta,7,760.0,400,5320.0,2800,2520.0,90.0,0.05,0,1
2024-01-08,RED002,Switch 8 puertos,Redes,Sucursal Toluca,Mayorista JJ,8,1045.0,600,8360.0,4800,3560.0,74.2,0.05,0,1
2024-01-08,MUE003,Lámpara LED,Muebles,Sucursal Mérida,Empresa Beta,5,540.0,300,2700.0,1500,1200.0,80.0,0.1,0,1
2024-01-08,WEB002,Cámara Seguridad,Cámaras,Sucursal Monterrey,Mayorista JJ,8,3200.0,1800,25600.0,14400,11200.0,77.8,0.0,0,1
2024-01-08,MOU001,Mouse Ergonómico,Periféricos,Sucursal Monterrey,Empresa Beta,5,650.0,350,3250.0,1750,1500.0,85.7,0.0,0,1
2024-01-08,TEC001,Teclado Mecánico,Periféricos,Matriz CDMX,Cliente Corp,6,1330.0,800,7980.0,4800,3180.0,66.3,0.05,0,1
2024-01-08,MON002,Monitor 24 HD,Electrónica,Sucursal Tijuana,Cliente Corp,7,3230.0,2500,22610.0,17500,5110.0,29.2,0.05,0,1
2024-01-08,LAP002,Laptop Air 13,Electrónica,Sucursal Puebla,Empresa XYZ,5,10925.0,9000,54625.0,45000,9625.0,21.4,0.05,0,1
2024-01-08,AUD001,Audífonos Bluetooth,Audio,Sucursal Toluca,Empresa Beta,7,2200.0,1200,15400.0,8400,7000.0,83.3,0.0,0,1
2024-01-09,MUE002,Escritorio Eléctrico,Muebles,Sucursal Querétaro,Mayorista JJ,8,8500.0,4500,68000.0,36000,32000.0,88.9,0.0,1,1
2024-01-09,MUE001,Silla Ergonómica,Muebles,Sucursal Querétaro,Distribuidora ABC,7,6175.0,3500,43225.0,24500,18725.0,76.4,0.05,1,1
2024-01-09,SOF002,Antivirus 3 equipos,Software,Sucursal Monterrey,Grupo Gamma,8,760.0,400,6080.0,3200,2880.0,90.0,0.05,1,1
2024-01-09,RED001,Router WiFi 6,Redes,Sucursal Puebla,Cliente Corp,5,1890.0,1200,9450.0,6000,3450.0,57.5,0.1,1,1
2024-01-09,RED002,Switch 8 puertos,Redes,Sucursal Tijuana,Distribuidora ABC,2,1100.0,600,2200.0,1200,1000.0,83.3,0.0,1,1
2024-01-09,TEC002,Teclado Inalámbrico,Periféricos,Sucursal Monterrey,Comercial MX,12,675.0,450,8100.0,5400,2700.0,50.0,0.1,1,1
2024-01-09,TEC001,Teclado Mecánico,Periféricos,Sucursal Mérida,Cliente Corp,5,1400.0,800,7000.0,4000,3000.0,75.0,0.0,1,1
2024-01-09,MON001,Monitor 27 4K,Electrónica,Sucursal Tijuana,Soluciones Inc,5,6840.0,5500,34200.0,27500,6700.0,24.4,0.05,1,1
2024-01-09,AUD001,Audífonos Bluetooth,Audio,Sucursal Puebla,Comercial MX,6,2090.0,1200,12540.0,7200,5340.0,74.2,0.05,1,1
2024-01-10,LAP001,Laptop Pro 15,Electrónica,Sucursal Querétaro,Grupo Gamma,7,15000.0,12000,105000.0,84000,21000.0,25.0,0.0,2,1
2024-01-10,MON001,Monitor 27 4K,Electrónica,Matriz CDMX,Grupo Gamma,7,6480.0,5500,45360.0,38500,6860.0,17.8,0.1,2,1
2024-01-10,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Querétaro,Comercial MX,8,360.0,200,2880.0,1600,1280.0,80.0,0.1,2,1
2024-01-10,PAP002,Tinta Impresora,Papelería,Sucursal Tijuana,Soluciones Inc,10,500.0,250,5000.0,2500,2500.0,100.0,0.0,2,1
2024-01-11,DIS002,HDD 4TB,Almacenamiento,Sucursal Tijuana,Empresa XYZ,6,1805.0,1200,10830.0,7200,3630.0,50.4,0.05,3,1
2024-01-11,MUE002,Escritorio Eléctrico,Muebles,Sucursal Querétaro,Distribuidora ABC,9,8075.0,4500,72675.0,40500,32175.0,79.4,0.05,3,1
2024-01-11,SOF001,Office 365 1 año,Software,Sucursal Puebla,Comercial MX,5,1710.0,900,8550.0,4500,4050.0,90.0,0.05,3,1
2024-01-11,WEB002,Cámara Seguridad,Cámaras,Sucursal Tijuana,Comprador Final,8,3200.0,1800,25600.0,14400,11200.0,77.8,0.0,3,1
2024-01-11,DIS003,USB 64GB,Almacenamiento,Sucursal Guadalajara,Cliente Corp,9,280.0,150,2520.0,1350,1170.0,86.7,0.2,3,1
2024-01-11,TEC001,Teclado Mecánico,Periféricos,Sucursal Guadalajara,Tienda 123,12,1330.0,800,15960.0,9600,6360.0,66.3,0.05,3,1
2024-01-11,WEB001,Webcam HD,Cámaras,Sucursal Mérida,Soluciones Inc,4,1530.0,900,6120.0,3600,2520.0,70.0,0.1,3,1
2024-01-11,MON002,Monitor 24 HD,Electrónica,Sucursal Puebla,Venta Mostrador,6,3230.0,2500,19380.0,15000,4380.0,29.2,0.05,3,1
2024-01-11,LAP001,Laptop Pro 15,Electrónica,Sucursal Monterrey,Empresa XYZ,10,14250.0,12000,142500.0,120000,22500.0,18.8,0.05,3,1
2024-01-12,LAP002,Laptop Air 13,Electrónica,Sucursal Tijuana,Distribuidora ABC,10,11500.0,9000,115000.0,90000,25000.0,27.8,0.0,4,1
2024-01-12,AUD003,Micrófono USB,Audio,Sucursal Querétaro,Empresa Beta,4,2800.0,1500,11200.0,6000,5200.0,86.7,0.0,4,1
2024-01-12,WEB001,Webcam HD,Cámaras,Sucursal Tijuana,Comercial MX,13,1700.0,900,22100.0,11700,10400.0,88.9,0.0,4,1
2024-01-12,DIS002,HDD 4TB,Almacenamiento,Sucursal Tijuana,Distribuidora ABC,3,1900.0,1200,5700.0,3600,2100.0,58.3,0.0,4,1
2024-01-12,RED002,Switch 8 puertos,Redes,Sucursal Guadalajara,Cliente Corp,9,1100.0,600,9900.0,5400,4500.0,83.3,0.0,4,1
2024-01-12,PAP001,Papel Bond 5000 hojas,Papelería,Sucursal Mérida,Empresa XYZ,10,400.0,200,4000.0,2000,2000.0,100.0,0.0,4,1
2024-01-12,PAP002,Tinta Impresora,Papelería,Sucursal Guadalajara,Empresa Beta,5,500.0,250,2500.0,1250,1250.0,100.0,0.0,4,1
2024-01-13,MUE001,Silla Ergonómica,Muebles,Sucursal Querétaro,Cliente Corp,2,6500.0,3500,13000.0,7000,6000.0,85.7,0.0,5,1
2024-01-13,RED002,Switch 8 puertos,Redes,Sucursal Puebla,Mayorista JJ,12,1045.0,600,12540.0,7200,5340.0,74.2,0.05,5,1
2024-01-13,RED001,Router WiFi 6,Redes,Sucursal Guadalajara,Venta Mostrador,7,1995.0,1200,13965.0,8400,5565.0,66.3,0.05,5,1
2024-01-13,DIS001,SSD 1TB,Almacenamiento,Sucursal Cancún,Tienda 123,11,2375.0,1500,26125.0,16500,9625.0,58.3,0.05,5,1
2024-01-13,SOF002,Antivirus 3 equipos,Software,Sucursal Mérida,Comercial MX,6,800.0,400,4800.0,2400,2400.0,100.0,0.0,5,1
2024-01-13,MOU001,Mouse Ergonómico,Periféricos,Sucursal Tijuana,Comprador Final,5,617.5,350,3087.5,1750,1337.5,76.4,0.05,5,1
2024-01-13,MON001,Monitor 27 4K,Electrónica,Sucursal Guadalajara,Venta Mostrador,10,6840.0,5500,68400.0,55000,13400.0,24.4,0.05,5,1
2024-01-13,LAP001,Laptop Pro 15,Electrónica,Sucursal Querétaro,Cliente Premium,5,13500.0,12000,67500.0,60000,7500.0,12.5,0.1,5,1
2024-01-13,WEB002,Cámara Seguridad,Cámaras,Sucursal Monterrey,Mayorista JJ,3,3200.0,1800,9600.0,5400,4200.0,77.8,0.0,5,1
2024-01-14,MUE003,Lámpara LED,Muebles,Sucursal Monterrey,Cliente Corp,13,510.0,300,6630.0,3900,2730.0,70.0,0.15,6,1
2024-01-14,PAP002,Tinta Impresora,Papelería,Sucursal Monterrey,Grupo Gamma,6,500.0,250,3000.0,1500,1500.0,100.0,0.0,6,1
2024-01-14,AUD002,Parlante Portátil,Audio,Sucursal Querétaro,Cliente Premium,9,1200.0,800,10800.0,7200,3600.0,50.0,0.2,6,1
2024-01-14,MOU001,Mouse Ergonómico,Periféricos,Sucursal Querétaro,Grupo Gamma,6,617.5,350,3705.0,2100,1605.0,76.4,0.05,6,1
2024-01-14,RED001,Router WiFi 6,Redes,Sucursal Tijuana,Empresa XYZ,5,2100.0,1200,10500.0,6000,4500.0,75.0,0.0,6,1
2024-01-14,MON002,Monitor 24 HD,Electrónica,Sucursal Tijuana,Cliente Premium,9,3060.0,2500,27540.0,22500,5040.0,22.4,0.1,6,1
2024-01-14,MON001,Monitor 27 4K,Electrónica,Sucursal Puebla,Empresa Beta,4,6480.0,5500,25920.0,22000,3920.0,17.8,0.1,6,1
2024-01-14,LAP001,Laptop Pro 15,Electrónica,Sucursal Mérida,Cliente Premium,2,14250.0,12000,28500.0,24000,4500.0,18.8,0.05,6,1
2024-01-14,TEC002,Teclado Inalámbrico,Periféricos,Sucursal Guadalajara,Tienda 123,7,637.5,450,4462.5,3150,1312.5,41.7,0.15,6,1
2024-01-15,LAP001,Laptop Pro 15,Electrónica,Sucursal Toluca,Cliente Corp,5,14250.0,12000,71250.0,60000,11250.0,18.8,0.05,0,1
2024-01-15,LAP002,Laptop Air 13,Electrónica,Sucursal Mérida,Empresa XYZ,16,11500.0,9000,184000.0,144000,40000.0,27.8,0.0,0,1
2024-01-15,MON001,Monitor 27 4K,Electrónica,Sucursal Toluca,Venta Mostrador,20,7200.0,5500,144000.0,110000,34000.0,30.9,0.0,0,1
2024-01-15,DIS003,USB 64GB,Almacenamiento,Sucursal Guadalajara,Distribuidora ABC,7,350.0,150,2450.0,1050,1400.0,133.3,0.0,0,1
2024-01-15,SOF001,Office 365 1 año,Software,Sucursal Tijuana,Cliente Corp,5,1620.0,900,8100.0,4500,3600.0,80.0,0.1,0,1
2024-01-16,RED001,Router WiFi 6,Redes,Sucursal Puebla,Venta Mostrador,14,2100.0,1200,29400.0,16800,12600.0,75.0,0.0,1,1
2024-01-16,MUE003,Lámpara LED,Muebles,Sucursal Cancún,Comprador Final,10,600.0,300,6000.0,3000,3000.0,100.0,0.0,1,1
2024-01-16,SOF001,Office 365 1 año,Software,Matriz CDMX,Soluciones Inc,3,1530.0,900,4590.0,2700,1890.0,70.0,0.15,1,1
2024-01-16,DIS002,HDD 4TB,Almacenamiento,Sucursal Tijuana,Cliente Premium,14,1805.0,1200,25270.0,16800,8470.0,50.4,0.05,1,1
2024-01-16,MUE002,Escritorio Eléctrico,Muebles,Sucursal Cancún,Grupo Gamma,17,8075.0,4500,137275.0,76500,60775.0,79.4,0.05,1,1
2024-01-16,WEB002,Cámara Seguridad,Cámaras,Sucursal Guadalajara,Distribuidora ABC,13,3040.0,1800,39520.0,23400,16120.0,68.9,0.05,1,1
2024-01-16,MOU002,Mouse Gamer,Periféricos,Sucursal Monterrey,Comprador Final,8,1100.0,600,8800.0,4800,4000.0,83.3,0.0,1,1
2024-01-16,DIS001,SSD 1TB,Almacenamiento,Sucursal Puebla,Venta Mostrador,12,2375.0,1500,28500.0,18000,10500.0,58.3,0.05,1,1
2024-01-16,AUD001,Audífonos Bluetooth,Audio,Sucursal Monterrey,Grupo Gamma,3,2200.0,1200,6600.0,3600,3000.0,83.3,0.0,1,1
2024-01-17,MUE003,Lámpara LED,Muebles,Matriz CDMX,Grupo Gamma,4,600.0,300,2400.0,1200,1200.0,100.0,0.0,2,1
2024-01-17,PAP002,Tinta Impresora,Papelería,Sucursal Toluca,Cliente Premium,7,475.0,250,3325.0,1750,1575.0,90.0,0.05,2,1
2024-01-17,WEB001,Webcam HD,Cámaras,Sucursal Querétaro,Cliente Corp,4,1615.0,900,6460.0,3600,2860.0,79.4,0.05,2,1
2024-01-17,AUD003,Micrófono USB,Audio,Matriz CDMX,Tienda 123,13,2660.0,1500,34580.0,19500,15080.0,77.3,0.05,2,1
2024-01-17,RED001,Router WiFi 6,Redes,Sucursal Puebla,Venta Mostrador,8,1890.0,1200,15120.0,9600,5520.0,57.5,0.1,2,1
2024-01-17,MOU002,Mouse Gamer,Periféricos,Matriz CDMX,Venta Mostrador,5,1100.0,600,5500.0,3000,2500.0,83.3,0.0,2,1
2024-01-17,TEC001,Teclado Mecánico,Periféricos,Sucursal Guadalajara,Comprador Final,10,1330.0,800,13300.0,8000,5300.0,66.3,0.05,2,1
2024-01-17,LAP002,Laptop Air 13,Electrónica,Sucursal Puebla,Comercial MX,4,10350.0,9000,41400.0,36000,5400.0,15.0,0.1,2,1
2024-01-17,AUD002,Parlante Portátil,Audio,Sucursal Tijuana,Cliente Corp,9,1425.0,800,12825.0,7200,5625.0,78.1,0.05,2,1
2024-01-18,MOU001,Mouse Ergonómico,Periféricos,Sucursal Puebla,Cliente Premium,13,650.0,350,8450.0,4550,3900.0,85.7,0.0,3,1
2024-01-18,AUD002,Parlante Portátil,Audio,Sucursal Guadalajara,Comercial MX,15,1500.0,800,22500.0,12000,10500.0,87.5,0.0,3,1
2024-01-18,DIS002,HDD 4TB,Almacenamiento,Sucursal Cancún,Comercial MX,11,1805.0,1200,19855.0,13200,6655.0,50.4,0.05,3,1
2024-01-18,DIS003,USB 64GB,Almacenamiento,Sucursal Monterrey,Cliente Corp,15,350.0,150,5250.0,2250,3000.0,133.3,0.0,3,1
2024-01-18,PAP002,Tinta Impresora,Papelería,Sucursal Querétaro,Distribuidora ABC,22,500.0,250,11000.0,5500,5500.0,100.0,0.0,3,1
2024-01-18,MUE002,Escritorio Eléctrico,Muebles,Sucursal Querétaro,Distribuidora ABC,14,8500.0,4500,119000.0,63000,56000.0,88.9,0.0,3,1
2024-01-19,RED002,Switch 8 puertos,Redes,Sucursal Tijuana,Distribuidora ABC,6,1045.0,600,6270.0,3600,2670.0,74.2,0.05,4,1
2024-01-19,PAP001,Papel Bond 5000 hojas,Papelería,Matriz CDMX,Cliente Corp,6,360.0,200,2160.0,1200,960.0,80.0,0.1,4,1
2024-01-19,MUE001,Silla Ergonómica,Muebles,Sucursal Monterrey,Mayorista JJ,8,6500.0,3500,52000.0,28000,24000.0,85.7,0.0,4,1
2024-01-19,AUD001,Audífonos Bluetooth,Audio,Sucursal Puebla,Cliente Premium,9,2090.0,1200,18810.0,10800,8010.0,74.2,0.05,4,1
2024-01-19,TEC001,Teclado Mecánico,Periféricos,Sucursal Mérida,Cliente Corp,6,1330.0,800,7980.0,4800,3180.0,66.3,0.05,4,1
2024-01-19,LAP002,Laptop Air 13,Electrónica,Sucursal Monterrey,Comprador Final,3,11500.0,9000,34500.0,27000,7500.0,27.8,0.0,4,1
2024-01-19,DIS003,USB 64GB,Almacenamiento,Sucursal Toluca,Tienda 123,9,350.0,150,3150.0,1350,1800.0,133.3,0.0,4,1
2024-01-20,PAP002,Tinta Impresora,Papelería,Sucursal Puebla,Cliente Corp,5,425.0,250,2125.0,1250,875.0,70.0,0.15,5,1
2024-01-20,DIS003,USB 64GB,Almacenamiento,Sucursal Puebla,Grupo Gamma,5,332.5,150,1662.5,750,912.5,121.7,0.05,5,1
2024-01-20,DIS002,HDD 4TB,Almacenamiento,Sucursal Guadalajara,Cliente Corp,9,1900.0,1200,17100.0,10800,6300.0,58.3,0.0,5,1
2024-01-20,MUE002,Escritorio Eléctrico,Muebles,Sucursal Tijuana,Cliente Premium,4,8075.0,4500,32300.0,18000,14300.0,79.4,0.05,5,1
2024-01-20,MOU002,Mouse Gamer,Periféricos,Sucursal Mérida,Venta Mostrador,2,1100.0,600,2200.0,1200,1000.0,83.3,0.0,5,1
2024-01-20,TEC002,Teclado Inalámbrico,Periféricos,Matriz CDMX,Venta Mostrador,3,712.5,450,2137.5,1350,787.5,58.3,0.05,5,1
2024-01-20,LAP001,Laptop Pro 15,Electrónica,Sucursal Mérida,Comprador Final,2,14250.0,12000,28500.0,24000,4500.0,18.8,0.05,5,1
2024-01-20,AUD003,Micrófono USB,Audio,Matriz CDMX,Cliente Corp,6,2800.0,1500,16800.0,9000,7800.0,86.7,0.0,5,1
2024-01-21,MON001,Monitor 27 4K,Electrónica,Sucursal Cancún,Soluciones Inc,3,6840.0,5500,20520.0,16500,4020.0,24.4,0.05,6,1
2024-01-21,AUD001,Audífonos Bluetooth,Audio,Sucursal Querétaro,Mayorista JJ,4,2090.0,1200,8360.0,4800,3560.0,74.2,0.05,6,1
2024-01-21,WEB002,Cámara Seguridad,Cámaras,Sucursal Monterrey,Empresa XYZ,10,3200.0,1800,32000.0,18000,14000.0,77.8,0.0,6,1
2024-01-21,DIS002,HDD 4TB,Almacenamiento,Sucursal Mérida,Empresa XYZ,9,1900.0,1200,17100.0,10800,6300.0,58.3,0.0,6,1
2024-01-21,RED001,Router WiFi 6,Redes,Sucursal Puebla,Empresa XYZ,3,1995.0,1200,5985.0,3600,2385.0,66.3,0.05,6,1
2024-01-21,SOF001,Office 365 1 año,Software,Sucursal Monterrey,Cliente Premium,2,1710.0,900,3420.0,1800,1620.0,90.0,0.05,6,1
2024-01-21,SOF002,Antivirus 3 equipos,Software,Sucursal Querétaro,Distribuidora ABC,15,800.0,400,12000.0,6000,6000.0,100.0,0.0,6,1
2024-01-21,MUE002,Escritorio Eléctrico,Muebles,Sucursal Cancún,Empresa Beta,4,7650.0,4500,30600.0,18000,12600.0,70.0,0.1,6,1
2024-01-22,DIS001,SSD 1TB,Almacenamiento,Sucursal Tijuana,Empresa XYZ,5,2375.0,1500,11875.0,7500,4375.0,58.3,0.05,0,1
2024-01-22,WEB001,Webcam HD,Cámaras,Sucursal Cancún,Venta Mostrador,6,1615.0,900,9690.0,5400,4290.0,79.4,0.05,0,1
2024-01-22,DIS003,USB 64GB,Almacenamiento,Sucursal Toluca,Grupo Gamma,4,332.5,150,1330.0,600,730.0,121.7,0.05,0,1
2024-01-22,MON002,Monitor 24 HD,Electrónica,Sucursal Toluca,Comercial MX,9,3230.0,2500,29070.0,22500,6570.0,29.2,0.05,0,1
2024-01-22,AUD002,Parlante Portátil,Audio,Sucursal Guadalajara,Cliente Premium,6,1425.0,800,8550.0,4800,3750.0,78.1,0.05,0,1
2024-01-22,MON001,Monitor 27 4K,Electrónica,Sucursal Querétaro,Mayorista JJ,15,7200.0,5500,108000.0,82500,25500.0,30.9,0.0,0,1
2024-01-23,LAP001,Laptop Pro 15,Electrónica,Sucursal Guadalajara,Comercial MX,6,14250.0,12000,85500.0,72000,13500.0,18.8,0.05,1,1
2024-01-23,LAP002,Laptop Air 13,Electrónica,Sucursal Querétaro,Soluciones Inc,3,10350.0,9000,31050.0,27000,4050.0,15.0,0.1,1,1
2024-01-23,TEC002,Teclado Inalámbrico,Periféricos,Matriz CDMX,Distribuidora ABC,6,712.5,450,4275.0,2700,1575.0,58.3,0.05,1,1
2024-01-23,WEB001,Webcam HD,Cámaras,Sucursal Toluca,Cliente Premium,9,1615.0,900,14535.0,8100,6435.0,79.4,0.05,1,1
2024-01-23,WEB002,Cámara Seguridad,Cámaras,Sucursal Monterrey,Comprador Final,7,3200.0,1800,22400.0,12600,9800.0,77.8,0.0,1,1
2024-01-23,DIS001,SSD 1TB,Almacenamiento,Sucursal Tijuana,Tienda 123,2,2375.0,1500,4750.0,3000,1750.0,58.3,0.05,1,1
